type	abstr_utt	abstr_da	utt	da
confirm-request	want to go to *STOP	"inform(to_stop=""*STREET"")"	want to go to Cathedral Parkway	confirm: to_stop=Cathedral Parkway; request: from_stop=?
confirm	what about the next ride	"inform(alternative=""next"")"	what about the next ride	alternative=next
confirm	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to East Broadway	to_stop=East Broadway
apologize	i'd like to go for a trip from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'd like to go for a trip from Columbus Circle to Rector Street	*=notfound, to_stop=Rector Street, from_stop=Columbus Circle
confirm	i'd like it from *STOP to the	"inform(from_stop=""*STOP"")"	i'd like it from Franklin Street to the	from_stop=Franklin Street
request	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Bowling Green	from_stop=?
confirm	yes i'd like details on a trip from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i'd like details on a trip from Dyckman Street to Grand Street	from_stop=Dyckman Street, to_stop=Grand Street
confirm-request	from *STOP t-	"inform(from_stop=""*STREET"")"	from Herald Square t-	confirm: from_stop=Herald Square; request: to_stop=?
reply	what time will i be there	"request(arrival_time=""*ARRIVAL_TIME"")"	what time will i be there	arrival_time=6:37pm
reply	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by subway	departure_time=4:02pm, from_stop=Bleecker Street, vehicle=subway, line=4, direction=Rockefeller Center
confirm	what's the connection at *NUMBER	"inform(departure_time=""*DEPARTURE_TIME"")"	what's the connection at twelve	departure_time=12:00
reply	*NUMBER *AMPM take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	seven am take the subway	departure_time=7:00am, from_stop=Bowery, direction=Inwood, line=L, vehicle=subway
reply	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i want to travel from Dyckman Street to Port Authority Bus Terminal	vehicle=subway, from_stop=Dyckman Street, direction=Port Authority Bus Terminal, line=R, departure_time=10:01pm
apologize	is there a schedule at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a schedule at nine o'clock pm	*=notfound, departure_time=9:00, ampm=pm
request	how to travel from *STOP	"inform(from_stop=""*STREET"")"	how to travel from Broad Street	to_stop=?
request	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the bus	from_stop=?, to_stop=?
request	is there a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	is there a bus connection	from_stop=?, to_stop=?
apologize	yes i am travelling from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am travelling from Cathedral Parkway to Bowery	*=notfound, from_stop=Cathedral Parkway, to_stop=Bowery
confirm-request	in *NUMBER minutes	"inform(departure_time_rel=""*TIME_REL"")"	in ten minutes	confirm: departure_time_rel=0:10; request: from_stop=?, to_stop=?
reply	no i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i want to go from Grand Street to Inwood	direction=Inwood, from_stop=Grand Street, vehicle=subway, line=J, departure_time=11:14am
reply	can i go to *STOP	"inform(to_stop=""*STREET"")"	can i go to Herald Square	line=G, direction=Herald Square, from_stop=Penn Station, vehicle=subway, departure_time=7:10pm
confirm	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Franklin Street by 	to_stop=Franklin Street
confirm-request	and i'm going to *STOP	"inform(to_stop=""*STREET"")"	and i'm going to Penn Station	confirm: to_stop=Penn Station; request: from_stop=?
request	to *STOP	"inform(to_stop=""*STREET"")"	to Bryant Park	from_stop=?
confirm-request	no from *STOP	"inform(from_stop=""*STREET"")"	no from East Broadway	confirm: from_stop=East Broadway; request: to_stop=?
reply	alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	alternative at nine pm	line=3, departure_time=9:06pm, direction=Prince Street, from_stop=Times Square, vehicle=subway
confirm-request	is there a *VEHICLE option	"inform(vehicle=""*VEHICLE"")"	is there a subway option	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm-request	prefer to use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	prefer to use the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
apologize	is there a different connection like a *VEHICLE	"inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there a different connection like a subway	*=notfound, vehicle=subway, alternative=next
reply	and the distance of the trip	request(distance)	and the distance of the trip	distance=7.1 miles
apologize	what about the connection at *NUMBER o'clock in the *AMPM i prefer to take the *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	what about the connection at one o'clock in the afternoon i prefer to take the bus	*=notfound, departure_time=1:00, ampm=pm, vehicle=bus
confirm	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to Central Park	to_stop=Central Park
reply	can i go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	can i go from Columbia University to Grand Central	line=D, from_stop=Columbia University, vehicle=subway, direction=Grand Central, departure_time=10:07am
confirm-request	i need to find out about a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need to find out about a subway connection	confirm: vehicle=subway; request: from_stop=?, to_stop=?
apologize	schedule at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	schedule at seven in the morning	*=notfound, departure_time=7:00, ampm=am
request	can i get a ride at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	can i get a ride at twelve pm	from_stop=?, to_stop=?
request	i need a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need a twelve pm	from_stop=?, to_stop=?
reply	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Times Square to Essex Street man	direction=Essex Street, vehicle=bus, departure_time=11:08am, line=M5, from_stop=Times Square
apologize	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at four in the afternoon	*=notfound, departure_time=4:00, ampm=pm
apologize	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a nine o'clock travel to Canal Street	*=notfound, to_stop=Canal Street, arrival_time=9:00
request	i need a public transit route from departing from *STOP	"inform(from_stop=""*STREET"")"	i need a public transit route from departing from Washington Square	to_stop=?
reply	no i would like to go to *STOP	"inform(to_stop=""*STREET"")"	no i would like to go to Bryant Park	departure_time=8:02am, direction=Bryant Park, from_stop=Astor Place, vehicle=subway, line=6
reply	i want to leave from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to leave from Lincoln Center and get to Bryant Park	vehicle=subway, direction=Bryant Park, departure_time=7:00pm, from_stop=Lincoln Center, line=G
reply	change to *STOP	"inform(to_stop=""*STREET"")"	change to Franklin Street	line=E, vehicle=subway, from_stop=Fulton Street, direction=Franklin Street, departure_time=3:08pm
confirm-request	hey what if i am going to *STOP	"inform(to_stop=""*STREET"")"	hey what if i am going to Grand Central	confirm: to_stop=Grand Central; request: from_stop=?
reply	depart in *NUMBER minutes	"inform(departure_time_rel=""*TIME_REL"")"	depart in twenty minutes	vehicle=bus, line=M14, departure_time=8:05pm, direction=Cathedral Parkway, from_stop=Bowling Green
reply	is there a departure at a later time	"inform(alternative=""next"")"	is there a departure at a later time	vehicle=bus, direction=Central Park, from_stop=Inwood, line=M79, departure_time=11:19am
apologize	where is the next connection	"inform(alternative=""next"")"	where is the next connection	*=notfound, alternative=next
request	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Canal Street to	to_stop=?
confirm	is there a different connection like a *VEHICLE	"inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there a different connection like a subway	vehicle=subway, alternative=next
request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	from_stop=?, to_stop=?
reply	what time will i arrive	"request(arrival_time=""*ARRIVAL_TIME"")"	what time will i arrive	arrival_time=11:46am
apologize	at *NUMBER *NUMBER	"inform(departure_time=""*TIME"")"	at six thirty	*=notfound, departure_time=6:30
reply	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to Grand Street	vehicle=subway, from_stop=Houston Street, direction=Grand Street, departure_time=7:10pm, line=2
request	i want to change my destination to *STOP	"inform(to_stop=""*STREET"")"	i want to change my destination to Cathedral Parkway	from_stop=?
reply	how far is that	request(distance)	how far is that	distance=5.0 miles
apologize	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route three pm to Delancey Street	*=notfound, to_stop=Delancey Street, departure_time=3:00, ampm=pm
reply	is there a schedule for *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a schedule for six pm	from_stop=Broad Street, departure_time=6:03pm, direction=Essex Street, vehicle=bus, line=M116
confirm	i want to go to *STOP instead	"inform(to_stop=""*STOP"")"	i want to go to Chambers Street instead	to_stop=Chambers Street
confirm	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Port Authority Bus Terminal to	from_stop=Port Authority Bus Terminal
confirm	i want to arrive at *STOP	"inform(to_stop=""*STREET"")"	i want to arrive at Penn Station	to_stop=Penn Station
apologize	can i get a ride at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	can i get a ride at eight am	*=notfound, departure_time=8:00, ampm=am
confirm	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Essex Street to City Hall	from_stop=Essex Street, to_stop=City Hall
reply	i want to go to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")"	i want to go to Columbia University from East Broadway	from_stop=East Broadway, line=M2, departure_time=7:11pm, direction=Columbia University, vehicle=bus
confirm	what about later options	"inform(alternative=""next"")"	what about later options	alternative=next
reply	number of transfers and distance of the trip	request(num_transfers)&request(distance)	number of transfers and distance of the trip	distance=9.5 miles, num_transfers=0
apologize	i'm going from *STOP and heading to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i'm going from Chambers Street and heading to Rector Street	*=notfound, from_stop=Chambers Street, to_stop=Rector Street
confirm	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at ten pm	departure_time=10:00, ampm=pm
confirm	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Cathedral Parkway hello	to_stop=Cathedral Parkway
apologize	is there a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there a connection by subway	*=notfound, vehicle=subway
reply	do you have an alternative at a later time oh	"inform(alternative=""next"")"	do you have an alternative at a later time oh	direction=City Hall, vehicle=bus, from_stop=Inwood, line=M7, departure_time=10:08am
apologize	i want to know how to get from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to know how to get from Penn Station to Lincoln Center	*=notfound, to_stop=Lincoln Center, from_stop=Penn Station
apologize	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at two pm	*=notfound, departure_time=2:00, ampm=pm
apologize	i want to arrive in *STOP	"inform(to_stop=""*STOP"")"	i want to arrive in Roosevelt Island	*=notfound, to_stop=Roosevelt Island
confirm	is there an alternative later time	"inform(alternative=""next"")"	is there an alternative later time	alternative=next
apologize	*STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	Rockefeller Center to Roosevelt Island	*=notfound, to_stop=Roosevelt Island, from_stop=Rockefeller Center
apologize	to *STOP	"inform(to_stop=""*STOP"")"	to Rockefeller Center	*=notfound, to_stop=Rockefeller Center
confirm	starting from *STOP	"inform(from_stop=""*STOP"")"	starting from Rockefeller Center	from_stop=Rockefeller Center
confirm	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	Penn Station going to Prince Street	from_stop=Penn Station, to_stop=Prince Street
confirm	i would like to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go from Columbia University to Herald Square	from_stop=Columbia University, to_stop=Herald Square
confirm	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Marble Hill	to_stop=Marble Hill
reply	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at six in the evening	from_stop=Broad Street, departure_time=6:03pm, direction=Essex Street, vehicle=bus, line=M116
confirm-reply	how long will it take to go from *STOP to *STOP by *VEHICLE	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")&request(duration)"	how long will it take to go from East Broadway to Times Square by subway	confirm: from_stop=East Broadway, to_stop=Times Square, vehicle=subway; reply: duration=36 minutes
reply	in *NUMBER minutes	"inform(departure_time_rel=""*TIME_REL"")"	in ten minutes	departure_time=11:10pm, from_stop=Fulton Street, direction=Columbia University, vehicle=subway, line=2
confirm	what about from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	what about from Washington Square to Herald Square	from_stop=Washington Square, to_stop=Herald Square
