type	abstr_utt	abstr_da	utt	da
reply	i'm departing from *STOP	"inform(from_stop=""*STREET"")"	i'm departing from Canal Street	direction=Columbia University, from_stop=Canal Street, departure_time=10:05pm, line=M98, vehicle=bus
apologize	i'm departing from *STOP	"inform(from_stop=""*STREET"")"	i'm departing from Wall Street	*=notfound, from_stop=Wall Street
request	i'm departing from *STOP	"inform(from_stop=""*STREET"")"	i'm departing from Cathedral Parkway	to_stop=?
confirm-request	i'm departing from *STOP	"inform(from_stop=""*STREET"")"	i'm departing from Broad Street	confirm: from_stop=Broad Street; request: to_stop=?
confirm	i'm departing from *STOP	"inform(from_stop=""*STREET"")"	i'm departing from Broad Street	from_stop=Broad Street
reply	change destination to *STOP	"inform(to_stop=""*STREET"")"	change destination to Grand Street	direction=Grand Street, departure_time=9:13am, from_stop=Wall Street, vehicle=bus, line=M10
apologize	change destination to *STOP	"inform(to_stop=""*STREET"")"	change destination to Rockefeller Center	*=notfound, to_stop=Rockefeller Center
request	change destination to *STOP	"inform(to_stop=""*STREET"")"	change destination to Wall Street	from_stop=?
confirm-request	change destination to *STOP	"inform(to_stop=""*STREET"")"	change destination to Grand Street	confirm: to_stop=Grand Street; request: from_stop=?
confirm	change destination to *STOP	"inform(to_stop=""*STREET"")"	change destination to Grand Street	to_stop=Grand Street
reply	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Canal Street	from_stop=Prince Street, vehicle=bus, line=M104, departure_time=11:12am, direction=Canal Street
apologize	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Bowling Green	*=notfound, to_stop=Bowling Green
request	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Fulton Street	from_stop=?
confirm-request	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Times Square	confirm: to_stop=Times Square; request: from_stop=?
confirm	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Times Square	to_stop=Times Square
reply	my destination is *STOP c o r t l a n d t st-	"inform(to_stop=""*STREET"")"	my destination is Franklin Street c o r t l a n d t st-	departure_time=7:10am, from_stop=Broad Street, vehicle=bus, line=M15, direction=Franklin Street
apologize	my destination is *STOP c o r t l a n d t st-	"inform(to_stop=""*STREET"")"	my destination is Times Square c o r t l a n d t st-	*=notfound, to_stop=Times Square
request	my destination is *STOP c o r t l a n d t st-	"inform(to_stop=""*STREET"")"	my destination is Broad Street c o r t l a n d t st-	from_stop=?
confirm-request	my destination is *STOP c o r t l a n d t st-	"inform(to_stop=""*STREET"")"	my destination is Dyckman Street c o r t l a n d t st-	confirm: to_stop=Dyckman Street; request: from_stop=?
confirm	my destination is *STOP c o r t l a n d t st-	"inform(to_stop=""*STREET"")"	my destination is Dyckman Street c o r t l a n d t st-	to_stop=Dyckman Street
reply	my destination is *STOP	"inform(to_stop=""*STREET"")"	my destination is Lincoln Center	line=M2, departure_time=9:18pm, direction=Lincoln Center, vehicle=bus, from_stop=Inwood
apologize	my destination is *STOP	"inform(to_stop=""*STREET"")"	my destination is Marble Hill	*=notfound, to_stop=Marble Hill
request	my destination is *STOP	"inform(to_stop=""*STREET"")"	my destination is Bowery	from_stop=?
confirm-request	my destination is *STOP	"inform(to_stop=""*STREET"")"	my destination is Union Square	confirm: to_stop=Union Square; request: from_stop=?
confirm	my destination is *STOP	"inform(to_stop=""*STREET"")"	my destination is Union Square	to_stop=Union Square
reply	same destination in the *AMPM at *NUMBER	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	same destination in the afternoon at five	direction=Cortlandt Street, line=C, from_stop=Canal Street, departure_time=5:13pm, vehicle=subway
apologize	same destination in the *AMPM at *NUMBER	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	same destination in the afternoon at three	*=notfound, departure_time=3:00, ampm=pm
request	same destination in the *AMPM at *NUMBER	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	same destination in the morning at seven	from_stop=?, to_stop=?
confirm-request	same destination in the *AMPM at *NUMBER	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	same destination in the evening at nine	confirm: departure_time=9:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	same destination in the *AMPM at *NUMBER	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	same destination in the evening at nine	departure_time=9:00, ampm=pm
reply	how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i get from World Trade Center to Roosevelt Island	from_stop=World Trade Center, departure_time=11:03am, line=L, direction=Roosevelt Island, vehicle=subway
apologize	how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i get from Cortlandt Street to Essex Street	*=notfound, from_stop=Cortlandt Street, to_stop=Essex Street
confirm	how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i get from Cortlandt Street to Rector Street	from_stop=Cortlandt Street, to_stop=Rector Street
reply	how do i go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	how do i go from Union Square to Port Authority Bus Terminal	line=M22, vehicle=bus, direction=Port Authority Bus Terminal, departure_time=11:03am, from_stop=Union Square
apologize	how do i go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	how do i go from Rockefeller Center to Bowling Green	*=notfound, to_stop=Bowling Green, from_stop=Rockefeller Center
confirm	how do i go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	how do i go from Bowery to Port Authority Bus Terminal	to_stop=Port Authority Bus Terminal, from_stop=Bowery
reply	how do i go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i go from Bowling Green to Bowery	vehicle=bus, direction=Bowery, departure_time=2:16pm, line=M11, from_stop=Bowling Green
apologize	how do i go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i go from Essex Street to Grand Street	*=notfound, from_stop=Essex Street, to_stop=Grand Street
confirm	how do i go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	how do i go from Canal Street to Inwood	from_stop=Canal Street, to_stop=Inwood
reply	when does it leave	"request(departure_time=""*DEPARTURE_TIME"")"	when does it leave	departure_time=1:09pm
reply	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route eleven am to Chambers Street	vehicle=subway, line=5, from_stop=Times Square, direction=Chambers Street, departure_time=11:09am
apologize	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route nine pm to Chambers Street	*=notfound, to_stop=Chambers Street, departure_time=9:00, ampm=pm
request	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route nine pm to Franklin Street	from_stop=?
confirm-request	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route nine am to Bryant Park	confirm: to_stop=Bryant Park, departure_time=9:00, ampm=am; request: from_stop=?
confirm	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route nine am to Bryant Park	to_stop=Bryant Park, departure_time=9:00, ampm=am
reply	connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	connection from Bleecker Street to Prince Street	line=M66, vehicle=bus, direction=Prince Street, from_stop=Bleecker Street, departure_time=7:08am
apologize	connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	connection from World Trade Center to Astor Place	*=notfound, from_stop=World Trade Center, to_stop=Astor Place
confirm	connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	connection from Wall Street to Astor Place	from_stop=Wall Street, to_stop=Astor Place
reply	no from *STOP	"inform(from_stop=""*STREET"")"	no from Times Square	vehicle=subway, from_stop=Times Square, departure_time=8:19am, line=5, direction=Prince Street
apologize	no from *STOP	"inform(from_stop=""*STREET"")"	no from Franklin Street	*=notfound, from_stop=Franklin Street
request	no from *STOP	"inform(from_stop=""*STREET"")"	no from Dyckman Street	to_stop=?
confirm-request	no from *STOP	"inform(from_stop=""*STREET"")"	no from Lincoln Center	confirm: from_stop=Lincoln Center; request: to_stop=?
confirm	no from *STOP	"inform(from_stop=""*STREET"")"	no from Lincoln Center	from_stop=Lincoln Center
reply	starting from *STOP	"inform(from_stop=""*STOP"")"	starting from Columbia University	line=M96, from_stop=Columbia University, departure_time=10:19pm, vehicle=bus, direction=Cathedral Parkway
apologize	starting from *STOP	"inform(from_stop=""*STOP"")"	starting from Wall Street	*=notfound, from_stop=Wall Street
request	starting from *STOP	"inform(from_stop=""*STOP"")"	starting from Cortlandt Street	to_stop=?
confirm-request	starting from *STOP	"inform(from_stop=""*STOP"")"	starting from Bleecker Street	confirm: from_stop=Bleecker Street; request: to_stop=?
confirm	starting from *STOP	"inform(from_stop=""*STOP"")"	starting from Bleecker Street	from_stop=Bleecker Street
reply	i'm going from *STOP to *STOP thank you goodbye 	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i'm going from Canal Street to East Broadway thank you goodbye 	vehicle=bus, from_stop=Canal Street, line=M72, departure_time=7:11pm, direction=East Broadway
apologize	i'm going from *STOP to *STOP thank you goodbye 	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i'm going from Penn Station to Cortlandt Street thank you goodbye 	*=notfound, from_stop=Penn Station, to_stop=Cortlandt Street
confirm	i'm going from *STOP to *STOP thank you goodbye 	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i'm going from Columbia University to East Broadway thank you goodbye 	from_stop=Columbia University, to_stop=East Broadway
reply	i'm going from *STOP and heading to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i'm going from Roosevelt Island and heading to Dyckman Street	line=D, from_stop=Roosevelt Island, direction=Dyckman Street, vehicle=subway, departure_time=10:18am
apologize	i'm going from *STOP and heading to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i'm going from Park Place and heading to Cortlandt Street	*=notfound, from_stop=Park Place, to_stop=Cortlandt Street
confirm	i'm going from *STOP and heading to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i'm going from Rector Street and heading to Cortlandt Street	from_stop=Rector Street, to_stop=Cortlandt Street
reply	i'm going to *STOP	"inform(to_stop=""*STREET"")"	i'm going to Grand Central	vehicle=subway, departure_time=2:12pm, direction=Grand Central, line=G, from_stop=Marble Hill
apologize	i'm going to *STOP	"inform(to_stop=""*STREET"")"	i'm going to World Trade Center	*=notfound, to_stop=World Trade Center
request	i'm going to *STOP	"inform(to_stop=""*STREET"")"	i'm going to Astor Place	from_stop=?
confirm-request	i'm going to *STOP	"inform(to_stop=""*STREET"")"	i'm going to Cortlandt Street	confirm: to_stop=Cortlandt Street; request: from_stop=?
confirm	i'm going to *STOP	"inform(to_stop=""*STREET"")"	i'm going to Cortlandt Street	to_stop=Cortlandt Street
reply	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	Union Square going to Grand Street	line=M104, direction=Grand Street, from_stop=Union Square, vehicle=bus, departure_time=11:16am
apologize	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	Herald Square going to Chambers Street	*=notfound, from_stop=Herald Square, to_stop=Chambers Street
confirm	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	Rector Street going to Franklin Street	from_stop=Rector Street, to_stop=Franklin Street
reply	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Wall Street going to Bowling Green	line=M23, direction=Bowling Green, from_stop=Wall Street, departure_time=7:16am, vehicle=bus
apologize	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Dyckman Street going to Times Square	*=notfound, from_stop=Dyckman Street, to_stop=Times Square
confirm	*STOP going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Park Place going to Dyckman Street	from_stop=Park Place, to_stop=Dyckman Street
reply	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Bryant Park	direction=Bryant Park, departure_time=9:17am, from_stop=Astor Place, line=M100, vehicle=bus
apologize	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Bowery	*=notfound, to_stop=Bowery
request	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Grand Street	from_stop=?
confirm-request	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Canal Street	confirm: to_stop=Canal Street; request: from_stop=?
confirm	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Canal Street	to_stop=Canal Street
reply	about how long is that going to take	request(duration)	about how long is that going to take	duration=31 minutes
reply	about how long will that trip take	request(duration)	about how long will that trip take	duration=33 minutes
reply	and how long will it take to get there	request(duration)	and how long will it take to get there	duration=36 minutes
reply	how how long will it take	request(duration)	how how long will it take	duration=43 minutes
reply	ok how long would the trip be	request(duration)&request(distance)	ok how long would the trip be	distance=9.3 miles, duration=38 minutes
reply	yes how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes how do i get from Port Authority Bus Terminal to World Trade Center	line=C, vehicle=subway, direction=World Trade Center, from_stop=Port Authority Bus Terminal, departure_time=8:03am
apologize	yes how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes how do i get from Union Square to East Broadway	*=notfound, from_stop=Union Square, to_stop=East Broadway
confirm	yes how do i get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes how do i get from Fulton Street to Franklin Street	from_stop=Fulton Street, to_stop=Franklin Street
reply	yes how long does it take	request(duration)	yes how long does it take	duration=49 minutes
reply	yes how much time would that take	request(duration)	yes how much time would that take	duration=32 minutes
reply	yes how to start from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes how to start from Bleecker Street to Bowling Green	vehicle=subway, departure_time=8:00am, line=M, direction=Bowling Green, from_stop=Bleecker Street
